<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/write-field-num1/1	16	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/$stack5	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/this#_0	<simplejavacalculator.Calculator: java.lang.Double num1>	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>	0
<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/write-field-num2/1	14	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/num#_0	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/this#_0	<simplejavacalculator.Calculator: java.lang.Double num2>	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>	0
<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/write-field-mode/1	17	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/newMode#_0	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/this#_0	<simplejavacalculator.Calculator: simplejavacalculator.Calculator$BiOperatorModes mode>	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>	0
<simplejavacalculator.UI: void <init>()>/write-field-buttonValue/0	23	<simplejavacalculator.UI: void <init>()>/$stack2	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: java.lang.String[] buttonValue>	<simplejavacalculator.UI: void <init>()>	0
<simplejavacalculator.Calculator: java.lang.Double reset()>/write-field-num2/0	3	<simplejavacalculator.Calculator: java.lang.Double reset()>/$stack1	<simplejavacalculator.Calculator: java.lang.Double reset()>/this#_0	<simplejavacalculator.Calculator: java.lang.Double num2>	<simplejavacalculator.Calculator: java.lang.Double reset()>	0
<simplejavacalculator.UI: void <init>()>/write-field-frame/0	27	<simplejavacalculator.UI: void <init>()>/$stack3	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JFrame frame>	<simplejavacalculator.UI: void <init>()>	0
<simplejavacalculator.Calculator: void <init>()>/write-field-mode/0	3	<simplejavacalculator.Calculator: void <init>()>/$stack1	<simplejavacalculator.Calculator: void <init>()>/this#_0	<simplejavacalculator.Calculator: simplejavacalculator.Calculator$BiOperatorModes mode>	<simplejavacalculator.Calculator: void <init>()>	0
<simplejavacalculator.Calculator: java.lang.Double reset()>/write-field-num1/0	6	<simplejavacalculator.Calculator: java.lang.Double reset()>/$stack2	<simplejavacalculator.Calculator: java.lang.Double reset()>/this#_0	<simplejavacalculator.Calculator: java.lang.Double num1>	<simplejavacalculator.Calculator: java.lang.Double reset()>	0
<simplejavacalculator.Calculator: java.lang.Double reset()>/write-field-mode/0	8	<simplejavacalculator.Calculator: java.lang.Double reset()>/$stack3	<simplejavacalculator.Calculator: java.lang.Double reset()>/this#_0	<simplejavacalculator.Calculator: simplejavacalculator.Calculator$BiOperatorModes mode>	<simplejavacalculator.Calculator: java.lang.Double reset()>	0
<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/write-field-num2/0	8	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/$stack7	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/this#_0	<simplejavacalculator.Calculator: java.lang.Double num2>	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>	0
<simplejavacalculator.UI: void <init>()>/write-field-panel/0	34	<simplejavacalculator.UI: void <init>()>/$stack5	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JPanel panel>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butOneDevidedBy/0	144	<simplejavacalculator.UI: void <init>()>/$stack36	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butOneDevidedBy>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butTan/0	156	<simplejavacalculator.UI: void <init>()>/$stack39	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butTan>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butCancel/0	176	<simplejavacalculator.UI: void <init>()>/$stack44	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butCancel>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-font/0	86	<simplejavacalculator.UI: void <init>()>/$stack25	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: java.awt.Font font>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-panelSub2/0	50	<simplejavacalculator.UI: void <init>()>/$stack11	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JPanel panelSub2>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butMultiply/0	124	<simplejavacalculator.UI: void <init>()>/$stack31	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butMultiply>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butDivide/0	128	<simplejavacalculator.UI: void <init>()>/$stack32	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butDivide>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butCos/0	148	<simplejavacalculator.UI: void <init>()>/$stack37	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butCos>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-panelSub7/0	75	<simplejavacalculator.UI: void <init>()>/$stack21	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JPanel panelSub7>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butMinus/0	120	<simplejavacalculator.UI: void <init>()>/$stack30	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butMinus>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.SimpleJavaCalculator: void main(java.lang.String[])>/catch java.lang.Exception/0	10	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/newMode#_0	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/this#_0	<simplejavacalculator.Calculator: simplejavacalculator.Calculator$BiOperatorModes mode>	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>	1
<simplejavacalculator.UI: void <init>()>/write-field-but/0	99	<simplejavacalculator.UI: void <init>()>/$stack28	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton[] but>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butSin/0	152	<simplejavacalculator.UI: void <init>()>/$stack38	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butSin>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butxpowerofy/0	160	<simplejavacalculator.UI: void <init>()>/$stack40	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butxpowerofy>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butlog/0	164	<simplejavacalculator.UI: void <init>()>/$stack41	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butlog>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butAdd/0	116	<simplejavacalculator.UI: void <init>()>/$stack29	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butAdd>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-textFont/0	97	<simplejavacalculator.UI: void <init>()>/$stack27	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: java.awt.Font textFont>	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/write-field-butrate/0	168	<simplejavacalculator.UI: void <init>()>/$stack42	<simplejavacalculator.UI: void <init>()>/this#_0	<simplejavacalculator.UI: javax.swing.JButton butrate>	<simplejavacalculator.UI: void <init>()>	1
