<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/assign/6	0	6	0
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/assign/9	0	9	0
<simplejavacalculator.UI: void <init>()>/assign/1	0	10	0
<simplejavacalculator.UI: void <init>()>/assign/27	0	10	0
