<com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin$1: int responseCode()>	responseCode		com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin$1	int	()I	0
<com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin$1: java.util.Map responseHeaders()>	responseHeaders		com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin$1	java.util.Map	()Ljava/util/Map;	0
<com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin$1: java.lang.String responseBody()>	responseBody		com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin$1	java.lang.String	()Ljava/lang/String;	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>	<init>		com.matt_richardson.gocd.websocket_notifier.PluginConfig	void	()V	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: int getPort()>	getPort		com.matt_richardson.gocd.websocket_notifier.PluginConfig	int	()I	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void setPort(int)>	setPort	int	com.matt_richardson.gocd.websocket_notifier.PluginConfig	void	(I)V	1
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: java.lang.String getHost()>	getHost		com.matt_richardson.gocd.websocket_notifier.PluginConfig	java.lang.String	()Ljava/lang/String;	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void setHost(java.lang.String)>	setHost	java.lang.String	com.matt_richardson.gocd.websocket_notifier.PluginConfig	void	(Ljava/lang/String;)V	1
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: boolean isHostSet()>	isHostSet		com.matt_richardson.gocd.websocket_notifier.PluginConfig	boolean	()Z	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: int getGoHttpPort()>	getGoHttpPort		com.matt_richardson.gocd.websocket_notifier.PluginConfig	int	()I	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void setGoHttpPort(int)>	setGoHttpPort	int	com.matt_richardson.gocd.websocket_notifier.PluginConfig	void	(I)V	1
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: java.lang.String getGoUser()>	getGoUser		com.matt_richardson.gocd.websocket_notifier.PluginConfig	java.lang.String	()Ljava/lang/String;	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void setGoUser(java.lang.String)>	setGoUser	java.lang.String	com.matt_richardson.gocd.websocket_notifier.PluginConfig	void	(Ljava/lang/String;)V	1
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: boolean isGoUserSet()>	isGoUserSet		com.matt_richardson.gocd.websocket_notifier.PluginConfig	boolean	()Z	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: java.lang.String getGoPassword()>	getGoPassword		com.matt_richardson.gocd.websocket_notifier.PluginConfig	java.lang.String	()Ljava/lang/String;	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void setGoPassword(java.lang.String)>	setGoPassword	java.lang.String	com.matt_richardson.gocd.websocket_notifier.PluginConfig	void	(Ljava/lang/String;)V	1
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: boolean isGoPasswordSet()>	isGoPasswordSet		com.matt_richardson.gocd.websocket_notifier.PluginConfig	boolean	()Z	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: boolean hasBasicAuth()>	hasBasicAuth		com.matt_richardson.gocd.websocket_notifier.PluginConfig	boolean	()Z	0
<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <clinit>()>	<clinit>		com.matt_richardson.gocd.websocket_notifier.PluginConfig	void	()V	0
<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void <init>(com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer,com.matt_richardson.gocd.websocket_notifier.PluginConfig)>	<init>	com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer,com.matt_richardson.gocd.websocket_notifier.PluginConfig	com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener	void	(Lcom/matt_richardson/gocd/websocket_notifier/PipelineWebSocketServer;Lcom/matt_richardson/gocd/websocket_notifier/PluginConfig;)V	2
<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void notify(com.thoughtworks.go.plugin.api.request.GoPluginApiRequest)>	notify	com.thoughtworks.go.plugin.api.request.GoPluginApiRequest	com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener	void	(Lcom/thoughtworks/go/plugin/api/request/GoPluginApiRequest;)V	1
<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: void <init>(com.matt_richardson.gocd.websocket_notifier.PluginConfig)>	<init>	com.matt_richardson.gocd.websocket_notifier.PluginConfig	com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator	void	(Lcom/matt_richardson/gocd/websocket_notifier/PluginConfig;)V	1
<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String mergeInPipelineInstanceDetails(com.google.gson.JsonElement,com.google.gson.JsonElement)>	mergeInPipelineInstanceDetails	com.google.gson.JsonElement,com.google.gson.JsonElement	com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator	java.lang.String	(Lcom/google/gson/JsonElement;Lcom/google/gson/JsonElement;)Ljava/lang/String;	2
<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>	downloadPipelineInstanceDetails	java.lang.String	com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator	com.google.gson.JsonElement	(Ljava/lang/String;)Lcom/google/gson/JsonElement;	1
<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>	extendMessageToIncludePipelineDetails	java.lang.String	com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator	java.lang.String	(Ljava/lang/String;)Ljava/lang/String;	1
<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: void <clinit>()>	<clinit>		com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator	void	()V	0
