-4.76837158203125e-07	1.000000236555934	+
-1.0000007133930922	-1.0000007133930922	cmp
-1.0000007133930922	1.000000236555934	+
0	-1.0000007133930922	+
0	-2.0000014305114746	cmp
0	0	cmp
0	1.000000236555934	+
0	1.000000236555934	|
0	2.0000004768371582	|
0	4.000000961124897	+
0	4.000000961124897	>>>
0	4.000000961124897	|
0	5.0000009629875422	|
0	6.0000009648501873	>>>
0	16.000003904104233	+
0	16.000003904104233	|
0	32.00000786781311	<<
0	32768.008666992188	|
0	131072.03515625	|
1.000000236555934	1.000000236555934	+
1.000000236555934	2.0000004768371582	|
1.000000236555934	4.000000961124897	+
1.000000236555934	16.000003904104233	+
1.000000236555934	32.00000786781311	+
1.9999697208403973	65535.008728025481	/
2.0000004731118679	1.000000236555934	+
2.0000004768371582	1.000000236555934	+
2.0000004768371582	1.000000236555934	|
2.0000004768371582	4.000000961124897	|
2.0000004768371582	8.0000019371509552	|
2.0000004768371582	65535.008728025481	-
3.0000004786998034	1.000000236555934	+
3.0000004786998034	4.000000961124897	|
3.0000004786998034	10.000001940876245	+
3.0000007096678019	1.000000236555934	+
3.0000007133930922	1.000000236555934	+
3.9999960511922836	2.0000004768371582	<<
4.0000009462237358	1.000000236555934	+
4.0000009499490261	2.0000004768371582	+
4.000000961124897	1.000000236555934	+
4.000000961124897	65280.008727550507	|
4.9999967645853758	-1.0000007133930922	+
5.0000009629875422	11.000001942738891	*
5.0000011827796698	1.000000236555934	+
5.9999974779784679	-1.0000007133930922	+
6.0000014193356037	1.000000236555934	+
6.0000014267861843	2.0000004768371582	+
7.0000009667128325	37.000007877126336	*
7.0000016558915377	1.000000236555934	+
8.0000018924474716	1.000000236555934	+
8.0000019036233425	1.000000236555934	+
8.0000019371509552	8.0000019371509552	+
8.9999989103525877	-3.0000014323741198	+
9.0000021290034056	1.000000236555934	+
9.0000021401792765	1.000000236555934	+
9.9999996237456799	-1.0000007133930922	+
10.000001940876245	3.0000004786998034	+
10.00000236555934	1.000000236555934	+
10.00000237673521	1.000000236555934	+
11.000000337138772	-1.0000007133930922	+
11.000002613291144	1.000000236555934	+
12.000001050531864	-1.0000007133930922	+
12.000002849847078	4.000000961124897	+
13.000001763924956	-1.0000007133930922	+
14.000002477318048	-1.0000007133930922	+
15.000003190711141	-1.0000007133930922	+
16.000003810971975	4.000000961124897	+
16.000003904104233	-1.0000007133930922	+
17.000003905966878	31.00000393204391	*
17.000003905966878	37.000007877126336	*
20.000004772096872	4.000000961124897	+
22.000003915280104	8.0000019371509552	|
31.00000393204391	16.000003904104233	-
34.000007871538401	1.000000236555934	+
42.000007886439562	72.000015869736671	+
48.000007897615433	1.000000236555934	+
52.000007905066013	1.000000236555934	+
63.00000792555511	32.00000786781311	-
64.00001585483551	2.0000004768371582	+
64.00001585483551	3.0000004786998034	+
72.000015869736671	2.0000004768371582	*
234.0000278763473	-1.0000007133930922	+
235.0000285897404	-1.0000007133930922	+
236.00002930313349	-1.0000007133930922	+
237.00003001652658	-1.0000007133930922	+
238.00003072991967	-1.0000007133930922	+
239.00003144331276	-1.0000007133930922	+
240.00003215670586	-1.0000007133930922	+
255.0000323522836	-1.0000007133930922	+
256.00003306567669	-1.0000007133930922	+
256.00006437301636	2.0000004768371582	>>
256.00006437301636	32.00000786781311	+
257.00003377906978	-1.0000007133930922	+
258.00003449246287	-1.0000007133930922	+
259.00003520585597	-1.0000007133930922	+
260.00003591924906	-1.0000007133930922	+
261.00003663264215	-1.0000007133930922	+
262.00003734603524	-1.0000007133930922	+
263.00003805942833	-1.0000007133930922	+
264.00003877282143	-1.0000007133930922	+
265.00003948621452	-1.0000007133930922	+
266.00004019960761	-1.0000007133930922	+
267.0000409130007	-1.0000007133930922	+
268.0000416263938	-1.0000007133930922	+
269.00004233978689	-1.0000007133930922	+
270.00004305317998	-1.0000007133930922	+
271.00004376657307	-1.0000007133930922	+
272.00004447996616	-1.0000007133930922	+
273.00004519335926	-1.0000007133930922	+
274.00004590675235	-1.0000007133930922	+
275.00004662014544	-1.0000007133930922	+
276.00004733353853	-1.0000007133930922	+
277.00004804693162	-1.0000007133930922	+
