<simplejavacalculator.Calculator$BiOperatorModes: simplejavacalculator.Calculator$BiOperatorModes valueOf(java.lang.String)>/fresh-null-assign/0	2	<class simplejavacalculator.Calculator$BiOperatorModes>	<simplejavacalculator.Calculator$BiOperatorModes: simplejavacalculator.Calculator$BiOperatorModes valueOf(java.lang.String)>/$classconstant0	<simplejavacalculator.Calculator$BiOperatorModes: simplejavacalculator.Calculator$BiOperatorModes valueOf(java.lang.String)>	0
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/assign/0	0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/new simplejavacalculator.Calculator$BiOperatorModes/0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stack0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/0	2	normal	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stringconstant0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/assign/1	5	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/new simplejavacalculator.Calculator$BiOperatorModes/1	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stack1	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/2	7	add	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stringconstant1	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/assign/2	10	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/new simplejavacalculator.Calculator$BiOperatorModes/2	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stack2	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/4	12	minus	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stringconstant2	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/assign/3	15	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/new simplejavacalculator.Calculator$BiOperatorModes/3	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stack3	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/6	17	multiply	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stringconstant3	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/assign/4	20	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/new simplejavacalculator.Calculator$BiOperatorModes/4	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stack4	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/8	22	divide	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stringconstant4	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/assign/5	25	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/new simplejavacalculator.Calculator$BiOperatorModes/5	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stack5	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/10	27	xpowerofy	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stringconstant5	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	22
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/assign/6	30	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/new simplejavacalculator.Calculator$BiOperatorModes[]/0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$stack6	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	21
