<simplejavacalculator.UI: void parsetoBinary()>/catch java.lang.NumberFormatException/0	<simplejavacalculator.UI: void parsetoBinary()>	14	java.lang.NumberFormatException	1	13	0
<simplejavacalculator.SimpleJavaCalculator: void main(java.lang.String[])>/catch java.lang.Exception/0	<simplejavacalculator.SimpleJavaCalculator: void main(java.lang.String[])>	6	java.lang.Exception	1	5	10
